,Unnamed: 0,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,cluster
4806,4806,Existing Customer,41,M,4,Graduate,Single,$120K +,Blue,35,5,3,3,34516.0,825,33691.0,0.982,3127,51,0.962,0.024,0.0
4808,4808,Existing Customer,45,F,4,High School,Divorced,Less than $40K,Blue,36,3,1,4,5486.0,685,4801.0,0.879,2965,70,0.556,0.125,0.0
4809,4809,Existing Customer,40,F,2,Post-Graduate,Married,Less than $40K,Blue,32,3,3,0,2107.0,941,1166.0,0.975,4858,73,0.738,0.447,0.0
4812,4812,Existing Customer,49,F,2,High School,Divorced,Less than $40K,Blue,36,6,3,3,2976.0,2257,719.0,0.75,3837,57,0.781,0.758,0.0
4813,4813,Existing Customer,47,M,2,Graduate,Divorced,$80K - $120K,Blue,40,6,1,3,16741.0,1225,15516.0,0.641,3608,56,0.514,0.073,2.0
4814,4814,Existing Customer,42,F,3,Graduate,Divorced,Less than $40K,Blue,36,5,2,3,3714.0,2517,1197.0,0.857,4715,85,0.848,0.678,0.0
4815,4815,Attrited Customer,41,F,5,Graduate,Married,Less than $40K,Blue,28,6,2,2,6936.0,0,6936.0,0.883,2874,44,0.63,0.0,1.0
4816,4816,Existing Customer,43,M,5,High School,Married,$120K +,Blue,37,4,3,4,11099.0,0,11099.0,0.89,3980,77,0.75,0.0,0.0
4817,4817,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Gold,20,6,4,3,15987.0,1965,14022.0,0.722,4542,70,0.591,0.123,2.0
4819,4819,Existing Customer,43,M,2,High School,Married,$120K +,Silver,23,3,3,2,34516.0,1153,33363.0,0.89,4486,71,0.69,0.033,0.0
4821,4821,Attrited Customer,46,F,1,Uneducated,Single,$40K - $60K,Blue,30,3,2,1,7195.0,0,7195.0,1.035,2751,47,1.136,0.0,0.0
4822,4822,Existing Customer,41,F,3,Doctorate,Married,Less than $40K,Blue,36,3,1,1,1956.0,1053,903.0,0.941,4924,70,0.795,0.538,0.0
4823,4823,Existing Customer,38,F,3,Post-Graduate,Married,Less than $40K,Blue,32,4,3,2,3317.0,2517,800.0,0.862,3772,74,1.0,0.759,0.0
4826,4826,Existing Customer,35,F,2,Uneducated,Single,Less than $40K,Blue,36,3,2,1,2942.0,2100,842.0,0.694,4548,71,0.821,0.714,0.0
4827,4827,Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,39,4,2,3,5095.0,0,5095.0,0.729,3808,89,0.508,0.0,0.0
4829,4829,Existing Customer,48,M,3,High School,Single,$80K - $120K,Blue,36,3,3,4,10111.0,868,9243.0,0.748,4791,68,0.889,0.086,0.0
4830,4830,Attrited Customer,50,F,4,Graduate,Single,Less than $40K,Blue,44,2,3,2,3201.0,2517,684.0,0.445,1880,42,0.355,0.786,0.0
4832,4832,Existing Customer,37,M,3,Graduate,Divorced,$40K - $60K,Blue,36,5,2,0,5987.0,1405,4582.0,0.952,4011,72,0.674,0.235,0.0
4835,4835,Existing Customer,51,M,0,Graduate,Married,$120K +,Blue,36,4,2,3,18733.0,1292,17441.0,0.442,5080,85,0.491,0.069,0.0
4836,4836,Existing Customer,36,F,3,Graduate,Single,$40K - $60K,Blue,18,4,3,3,2265.0,1345,920.0,0.808,4009,73,0.49,0.594,2.0
4839,4839,Attrited Customer,59,F,0,Doctorate,Married,Less than $40K,Blue,52,6,4,2,2302.0,0,2302.0,0.52,2256,40,0.667,0.0,0.0
4841,4841,Existing Customer,50,F,1,High School,Married,Less than $40K,Blue,32,4,1,3,2055.0,1276,779.0,0.869,5025,70,0.707,0.621,0.0
4842,4842,Existing Customer,39,F,1,Post-Graduate,Married,$40K - $60K,Blue,36,5,3,2,2147.0,771,1376.0,0.69,4631,76,0.767,0.359,0.0
4844,4844,Attrited Customer,43,M,3,College,Married,$80K - $120K,Blue,25,3,3,3,2900.0,2517,383.0,0.719,2180,31,0.409,0.868,0.0
4845,4845,Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,29,4,2,3,2670.0,2079,591.0,0.649,3895,59,0.788,0.779,0.0
4847,4847,Existing Customer,54,F,0,College,Married,$40K - $60K,Blue,46,6,2,3,2254.0,533,1721.0,1.043,4913,84,0.909,0.236,1.0
4849,4849,Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,36,4,2,4,1438.3,739,699.3,0.727,4078,77,0.54,0.514,0.0
4851,4851,Attrited Customer,41,F,3,Graduate,Single,$40K - $60K,Blue,31,4,3,2,5655.0,1154,4501.0,0.702,2189,51,0.7,0.204,0.0
4854,4854,Existing Customer,51,F,3,High School,Divorced,Less than $40K,Blue,36,4,3,0,3961.0,1729,2232.0,0.783,4066,63,0.8,0.437,0.0
4856,4856,Attrited Customer,52,M,3,Uneducated,Married,$80K - $120K,Blue,44,3,3,3,11606.0,0,11606.0,0.797,2623,39,0.393,0.0,2.0
4859,4859,Existing Customer,50,M,2,Uneducated,Single,$60K - $80K,Blue,43,4,3,3,4388.0,642,3746.0,0.815,3836,81,0.723,0.146,0.0
4860,4860,Existing Customer,43,M,2,Graduate,Married,$60K - $80K,Blue,28,6,3,2,19826.0,1389,18437.0,0.614,3561,73,0.659,0.07,0.0
4861,4861,Existing Customer,34,F,1,Graduate,Married,$40K - $60K,Blue,27,3,1,3,2173.0,0,2173.0,0.922,4392,83,0.766,0.0,0.0
4863,4863,Attrited Customer,49,F,4,Graduate,Married,Less than $40K,Blue,38,5,2,4,1757.0,0,1757.0,0.89,2557,45,0.406,0.0,0.0
4864,4864,Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,37,3,2,3,3164.0,2201,963.0,0.679,4410,86,0.623,0.696,0.0
4865,4865,Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,40,6,2,2,6022.0,871,5151.0,0.6,3745,74,0.423,0.145,0.0
4866,4866,Attrited Customer,46,F,3,College,Married,Less than $40K,Blue,36,2,3,4,1804.0,0,1804.0,0.537,2077,44,0.419,0.0,0.0
4867,4867,Existing Customer,53,M,2,Uneducated,Divorced,$120K +,Blue,42,4,2,2,22664.0,0,22664.0,0.749,4586,89,0.745,0.0,2.0
4868,4868,Existing Customer,39,M,3,Graduate,Single,$60K - $80K,Blue,36,5,3,4,2527.0,2204,323.0,0.9,4598,85,0.771,0.872,0.0
4869,4869,Attrited Customer,49,F,0,Doctorate,Married,Less than $40K,Blue,40,3,4,4,3547.0,2517,1030.0,0.805,2715,45,0.731,0.71,2.0
4870,4870,Existing Customer,52,F,1,College,Single,Less than $40K,Blue,43,5,2,3,1438.3,604,834.3,0.81,4219,83,0.694,0.42,0.0
4873,4873,Existing Customer,49,F,2,College,Married,Less than $40K,Blue,36,4,3,3,2154.0,1490,664.0,0.727,3664,63,0.853,0.692,2.0
4875,4875,Existing Customer,59,M,0,Uneducated,Single,$60K - $80K,Blue,48,5,1,3,4906.0,1302,3604.0,0.862,4833,80,0.905,0.265,0.0
4877,4877,Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,36,5,2,3,4753.0,0,4753.0,0.856,3895,71,0.578,0.0,2.0
4878,4878,Attrited Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,36,3,2,3,1880.0,0,1880.0,0.519,2469,34,0.417,0.0,2.0
4879,4879,Existing Customer,64,M,0,College,Single,Less than $40K,Silver,56,5,4,4,12155.0,0,12155.0,0.446,4618,60,0.875,0.0,0.0
4880,4880,Existing Customer,49,F,1,Graduate,Married,$40K - $60K,Blue,36,5,3,1,2721.0,1527,1194.0,0.743,4622,88,0.725,0.561,2.0
4881,4881,Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,44,6,2,0,6160.0,2258,3902.0,0.717,3986,80,0.6,0.367,0.0
4882,4882,Existing Customer,41,F,4,Graduate,Single,Less than $40K,Blue,24,3,3,1,2069.0,1393,676.0,0.875,4962,70,0.75,0.673,0.0
4883,4883,Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,29,6,3,4,28422.0,1258,27164.0,0.672,4841,80,0.6,0.044,0.0
4884,4884,Existing Customer,39,M,4,Uneducated,Married,$80K - $120K,Blue,27,6,4,2,1438.3,0,1438.3,0.797,4282,69,0.725,0.0,1.0
4885,4885,Existing Customer,41,M,3,Graduate,Divorced,Less than $40K,Blue,23,5,2,4,1438.3,0,1438.3,0.735,4416,68,0.744,0.0,0.0
4887,4887,Attrited Customer,44,F,5,Graduate,Single,Less than $40K,Blue,37,1,2,4,1491.0,0,1491.0,0.551,1970,46,0.484,0.0,2.0
4890,4890,Existing Customer,61,M,0,Doctorate,Single,$60K - $80K,Blue,56,4,1,3,4783.0,2517,2266.0,1.024,2870,50,1.174,0.526,0.0
4895,4895,Existing Customer,48,F,3,High School,Single,Less than $40K,Blue,37,5,3,0,4361.0,806,3555.0,0.627,4518,84,0.75,0.185,0.0
4897,4897,Existing Customer,50,M,2,High School,Married,$80K - $120K,Blue,36,6,2,1,16388.0,2001,14387.0,0.547,4477,83,0.66,0.122,2.0
4898,4898,Attrited Customer,30,F,1,Graduate,Married,Less than $40K,Blue,36,2,2,3,2905.0,2517,388.0,0.725,2487,39,0.393,0.866,0.0
4899,4899,Existing Customer,41,M,1,Uneducated,Single,$80K - $120K,Blue,31,6,2,4,2404.0,1887,517.0,0.592,4489,75,0.744,0.785,2.0
4900,4900,Attrited Customer,55,F,4,High School,Married,Less than $40K,Blue,36,4,2,3,1477.0,0,1477.0,0.719,2419,49,0.531,0.0,2.0
4901,4901,Attrited Customer,43,F,4,Post-Graduate,Divorced,Less than $40K,Blue,30,4,3,3,3556.0,2517,1039.0,0.651,2639,53,0.71,0.708,0.0
4902,4902,Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,38,6,1,0,5649.0,748,4901.0,1.077,4683,72,0.946,0.132,2.0
4904,4904,Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,6524.0,1993,4531.0,0.815,4267,66,0.886,0.305,2.0
4906,4906,Existing Customer,47,F,4,College,Married,Less than $40K,Blue,38,3,1,2,2633.0,1924,709.0,0.806,3407,66,0.535,0.731,2.0
4907,4907,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,31,6,1,2,7693.0,0,7693.0,0.579,4573,93,0.632,0.0,0.0
4910,4910,Existing Customer,53,F,1,College,Single,Less than $40K,Blue,35,3,2,4,2482.0,916,1566.0,0.632,4295,72,0.532,0.369,0.0
4911,4911,Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,36,3,2,2,3035.0,0,3035.0,1.222,3847,63,0.658,0.0,0.0
4912,4912,Existing Customer,51,M,2,Graduate,Single,$120K +,Blue,40,4,3,3,26308.0,0,26308.0,0.647,3278,53,0.828,0.0,2.0
4914,4914,Existing Customer,49,M,2,College,Single,$60K - $80K,Blue,41,6,3,4,6205.0,2233,3972.0,0.662,3906,64,0.684,0.36,1.0
4915,4915,Existing Customer,35,F,3,Uneducated,Single,Less than $40K,Blue,36,4,2,3,2624.0,1458,1166.0,0.809,4487,61,0.743,0.556,0.0
4916,4916,Attrited Customer,40,F,3,Graduate,Married,Less than $40K,Blue,29,6,2,4,1479.0,458,1021.0,0.466,1811,44,0.517,0.31,1.0
4917,4917,Existing Customer,44,M,3,College,Married,$60K - $80K,Blue,30,5,2,0,4489.0,0,4489.0,0.693,3773,64,0.455,0.0,0.0
4921,4921,Attrited Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,34,3,3,4,15060.0,0,15060.0,0.545,1611,42,0.4,0.0,0.0
4927,4927,Existing Customer,43,M,1,High School,Married,$40K - $60K,Blue,25,6,3,3,1616.0,0,1616.0,0.794,4961,78,0.814,0.0,0.0
4928,4928,Existing Customer,64,F,1,Graduate,Single,Less than $40K,Blue,56,4,1,1,6723.0,968,5755.0,0.832,3838,67,0.811,0.144,0.0
4929,4929,Existing Customer,42,F,1,Uneducated,Married,Less than $40K,Blue,29,3,4,2,2756.0,1911,845.0,0.774,4656,62,0.879,0.693,2.0
4930,4930,Attrited Customer,50,F,3,High School,Married,Less than $40K,Blue,40,6,2,4,2897.0,1506,1391.0,0.618,2214,46,0.484,0.52,2.0
4931,4931,Existing Customer,52,F,2,Uneducated,Married,Less than $40K,Blue,42,6,3,0,5456.0,0,5456.0,0.337,3470,65,0.625,0.0,2.0
4932,4932,Existing Customer,46,F,1,Graduate,Single,$40K - $60K,Blue,34,4,2,2,3569.0,0,3569.0,0.706,4186,72,0.636,0.0,0.0
4933,4933,Existing Customer,39,M,5,College,Married,$80K - $120K,Blue,29,3,3,4,34198.0,1804,32394.0,0.934,4270,59,0.639,0.053,2.0
4934,4934,Existing Customer,44,M,2,Graduate,Single,$80K - $120K,Blue,31,5,2,4,34516.0,1311,33205.0,0.6,4485,85,0.771,0.038,2.0
4935,4935,Existing Customer,57,F,3,College,Single,$40K - $60K,Blue,44,3,1,2,2817.0,1864,953.0,0.7,4535,82,0.745,0.662,0.0
4936,4936,Existing Customer,53,F,1,Uneducated,Single,Less than $40K,Blue,43,6,2,3,2126.0,1257,869.0,0.632,4340,70,0.892,0.591,0.0
4937,4937,Existing Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,36,3,1,4,2573.0,1640,933.0,0.873,4094,77,0.638,0.637,0.0
4939,4939,Existing Customer,48,F,1,College,Divorced,Less than $40K,Blue,36,6,3,0,4006.0,1646,2360.0,0.746,5006,89,0.534,0.411,1.0
4941,4941,Attrited Customer,47,M,2,Graduate,Divorced,$80K - $120K,Blue,41,3,2,3,4586.0,0,4586.0,0.812,2529,43,0.433,0.0,0.0
4942,4942,Existing Customer,50,F,2,College,Single,Less than $40K,Blue,41,6,3,4,1438.3,0,1438.3,0.872,4617,67,0.634,0.0,0.0
4946,4946,Attrited Customer,47,F,2,College,Married,Less than $40K,Blue,36,6,2,3,5667.0,2517,3150.0,0.684,2176,38,0.267,0.444,0.0
4947,4947,Existing Customer,47,M,4,College,Single,$60K - $80K,Blue,41,5,2,3,15594.0,0,15594.0,0.631,4745,75,0.786,0.0,1.0
4949,4949,Attrited Customer,47,M,3,Doctorate,Married,$60K - $80K,Blue,36,6,3,1,1584.0,1214,370.0,0.887,2628,41,0.64,0.766,0.0
4950,4950,Existing Customer,44,M,1,Uneducated,Married,$80K - $120K,Blue,29,4,3,3,13298.0,1694,11604.0,0.824,3476,66,0.784,0.127,0.0
4953,4953,Existing Customer,41,F,5,Uneducated,Single,Less than $40K,Blue,30,4,2,1,1762.0,1051,711.0,0.785,4986,80,0.739,0.596,0.0
4954,4954,Existing Customer,47,F,1,Uneducated,Married,Less than $40K,Blue,36,6,3,3,2245.0,1503,742.0,0.754,3344,54,0.543,0.669,0.0
4955,4955,Existing Customer,47,M,1,Uneducated,Married,$40K - $60K,Blue,36,3,2,3,8168.0,2137,6031.0,0.659,3554,82,0.822,0.262,2.0
4956,4956,Attrited Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,36,3,2,1,2238.0,0,2238.0,0.452,2063,42,0.5,0.0,0.0
4957,4957,Attrited Customer,54,F,2,Doctorate,Married,Less than $40K,Blue,41,2,2,3,3881.0,2517,1364.0,0.815,2463,38,0.407,0.649,0.0
4958,4958,Existing Customer,44,M,4,Graduate,Married,$80K - $120K,Blue,36,3,1,3,20485.0,0,20485.0,0.751,3024,51,1.04,0.0,1.0
4960,4960,Existing Customer,44,M,3,High School,Single,Less than $40K,Blue,38,6,1,2,2111.0,1047,1064.0,0.971,4830,82,0.952,0.496,0.0
4963,4963,Existing Customer,47,F,2,Post-Graduate,Divorced,$40K - $60K,Blue,33,6,2,3,5624.0,1216,4408.0,0.691,3843,66,1.0,0.216,0.0
4964,4964,Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,36,6,2,3,1656.0,1429,227.0,0.777,4258,77,0.75,0.863,1.0
4965,4965,Attrited Customer,42,M,2,Uneducated,Married,$40K - $60K,Blue,30,1,3,3,3032.0,0,3032.0,0.429,2273,44,0.517,0.0,0.0
4966,4966,Attrited Customer,42,M,0,High School,Single,$60K - $80K,Blue,36,4,3,6,15699.0,0,15699.0,0.569,1793,40,0.6,0.0,0.0
4967,4967,Existing Customer,40,F,3,Uneducated,Divorced,$40K - $60K,Blue,28,3,1,3,6608.0,2270,4338.0,0.75,4033,58,0.657,0.344,2.0
4968,4968,Existing Customer,47,F,3,Graduate,Single,Less than $40K,Blue,43,4,2,4,5062.0,1423,3639.0,0.775,4535,68,0.417,0.281,0.0
4969,4969,Existing Customer,44,M,3,Uneducated,Single,$40K - $60K,Blue,30,3,3,2,1547.0,0,1547.0,0.792,4348,63,0.615,0.0,0.0
4970,4970,Existing Customer,60,F,0,Uneducated,Single,Less than $40K,Silver,49,3,1,1,11060.0,1647,9413.0,0.938,4545,83,0.766,0.149,0.0
4971,4971,Existing Customer,41,F,2,High School,Married,$40K - $60K,Blue,26,5,1,2,1438.3,0,1438.3,0.66,4300,67,0.675,0.0,2.0
4973,4973,Existing Customer,42,F,3,Uneducated,Single,Less than $40K,Blue,38,4,1,4,1538.0,868,670.0,0.828,5228,61,0.694,0.564,2.0
4974,4974,Existing Customer,54,F,3,High School,Married,$40K - $60K,Blue,49,5,1,2,1438.3,886,552.3,0.822,4385,91,0.717,0.616,0.0
4975,4975,Attrited Customer,45,F,3,College,Married,Less than $40K,Blue,36,4,2,4,2330.0,2294,36.0,0.456,2107,40,0.333,0.985,0.0
4976,4976,Existing Customer,49,M,1,High School,Single,$60K - $80K,Blue,40,6,2,2,3170.0,1428,1742.0,0.876,4097,72,0.565,0.45,1.0
4977,4977,Existing Customer,42,F,2,Post-Graduate,Divorced,Less than $40K,Blue,26,5,2,3,2120.0,1527,593.0,0.744,4741,86,0.72,0.72,2.0
4978,4978,Existing Customer,53,M,0,Graduate,Single,$80K - $120K,Blue,34,3,1,4,20231.0,1434,18797.0,0.543,5002,78,0.66,0.071,0.0
4980,4980,Existing Customer,45,F,4,Graduate,Married,Less than $40K,Blue,38,6,3,2,5583.0,0,5583.0,0.748,3317,71,0.821,0.0,2.0
4981,4981,Existing Customer,41,F,3,Uneducated,Divorced,Less than $40K,Blue,30,5,3,4,7764.0,621,7143.0,0.67,3955,72,0.756,0.08,0.0
4982,4982,Attrited Customer,51,M,3,Uneducated,Single,$80K - $120K,Blue,45,3,3,3,25670.0,0,25670.0,0.952,2709,51,0.645,0.0,2.0
4983,4983,Attrited Customer,45,M,2,College,Single,$60K - $80K,Blue,29,3,2,4,3841.0,0,3841.0,0.794,2832,48,0.846,0.0,2.0
4984,4984,Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,39,4,3,3,2001.0,909,1092.0,0.772,4238,63,0.8,0.454,0.0
4985,4985,Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,37,3,2,2,8512.0,1471,7041.0,0.867,4056,81,0.841,0.173,0.0
4986,4986,Existing Customer,47,F,3,Uneducated,Divorced,$40K - $60K,Blue,30,5,3,2,5869.0,2517,3352.0,0.505,4166,85,0.809,0.429,0.0
4988,4988,Attrited Customer,50,M,2,High School,Married,$120K +,Silver,37,5,2,1,34516.0,399,34117.0,0.726,2118,41,0.519,0.012,1.0
4991,4991,Existing Customer,43,M,4,Graduate,Married,$120K +,Blue,31,6,1,3,6467.0,1887,4580.0,0.442,4098,61,0.605,0.292,2.0
4993,4993,Existing Customer,58,F,2,Graduate,Single,$40K - $60K,Blue,50,4,3,3,5386.0,0,5386.0,0.777,4846,84,0.68,0.0,0.0
4994,4994,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,28,5,3,3,1438.3,576,862.3,0.774,5098,66,0.833,0.4,0.0
4998,4998,Existing Customer,54,F,2,Doctorate,Divorced,Less than $40K,Blue,43,6,1,3,1438.3,1120,318.3,0.817,4880,77,0.75,0.779,0.0
4999,4999,Attrited Customer,31,F,0,Post-Graduate,Divorced,Less than $40K,Blue,36,6,3,3,4871.0,0,4871.0,0.89,2773,34,0.789,0.0,0.0
5001,5001,Existing Customer,32,F,2,Post-Graduate,Married,$40K - $60K,Blue,24,5,3,1,1553.0,1177,376.0,0.638,4549,68,0.659,0.758,0.0
5002,5002,Attrited Customer,45,F,3,High School,Married,$40K - $60K,Blue,37,4,2,4,3304.0,0,3304.0,0.532,1731,32,0.28,0.0,0.0
5004,5004,Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,47,6,2,3,3378.0,2134,1244.0,0.541,4464,83,0.93,0.632,2.0
5005,5005,Existing Customer,34,F,3,Uneducated,Single,$40K - $60K,Blue,27,3,2,4,2313.0,1775,538.0,0.773,4317,68,0.545,0.767,0.0
5006,5006,Existing Customer,49,F,0,Graduate,Single,Less than $40K,Blue,39,4,3,0,2434.0,0,2434.0,0.788,4628,73,0.622,0.0,0.0
5007,5007,Existing Customer,60,F,1,College,Single,$40K - $60K,Blue,50,5,1,3,1438.3,0,1438.3,0.578,4148,84,0.714,0.0,0.0
5008,5008,Existing Customer,40,M,2,College,Single,$80K - $120K,Blue,36,5,1,4,14544.0,0,14544.0,0.768,4064,92,0.769,0.0,0.0
5009,5009,Attrited Customer,59,M,0,High School,Single,$60K - $80K,Blue,54,3,6,6,24621.0,471,24150.0,0.85,2864,51,0.759,0.019,0.0
5011,5011,Existing Customer,49,F,2,High School,Married,$40K - $60K,Blue,39,5,3,4,2720.0,1926,794.0,0.602,3806,61,0.794,0.708,0.0
5013,5013,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Silver,39,4,2,4,33122.0,1587,31535.0,0.475,3145,63,0.75,0.048,0.0
5014,5014,Existing Customer,52,F,0,Post-Graduate,Single,Less than $40K,Blue,40,4,3,2,1438.3,797,641.3,0.87,4673,69,0.568,0.554,1.0
5015,5015,Existing Customer,47,F,1,High School,Married,Less than $40K,Blue,41,3,3,4,2709.0,2034,675.0,0.606,4915,92,0.84,0.751,2.0
5017,5017,Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,36,6,2,2,4499.0,0,4499.0,0.765,4906,75,0.667,0.0,0.0
5019,5019,Attrited Customer,55,M,2,Graduate,Married,$120K +,Blue,36,3,2,4,4697.0,0,4697.0,0.544,1867,34,0.478,0.0,0.0
5025,5025,Attrited Customer,43,F,1,Graduate,Married,Less than $40K,Blue,36,4,2,4,1536.0,0,1536.0,0.571,1973,36,0.333,0.0,0.0
5026,5026,Existing Customer,39,M,4,High School,Married,$60K - $80K,Blue,32,4,2,2,19198.0,2218,16980.0,0.802,4423,90,0.667,0.116,0.0
5028,5028,Existing Customer,45,F,5,Graduate,Divorced,Less than $40K,Blue,26,3,5,2,1438.3,1226,212.3,0.638,3889,60,0.818,0.852,1.0
5029,5029,Existing Customer,54,F,4,Graduate,Single,Less than $40K,Blue,45,6,2,2,1990.0,1747,243.0,0.924,5216,87,0.891,0.878,0.0
5030,5030,Existing Customer,59,M,0,High School,Single,$120K +,Blue,36,4,3,3,3422.0,1039,2383.0,0.475,3337,65,0.512,0.304,2.0
5034,5034,Attrited Customer,49,F,0,Uneducated,Single,Less than $40K,Blue,44,3,3,2,2094.0,0,2094.0,0.897,2690,46,0.484,0.0,0.0
5035,5035,Existing Customer,48,F,3,Uneducated,Single,$40K - $60K,Blue,36,5,3,3,1906.0,1259,647.0,0.932,4634,54,0.862,0.661,0.0
5039,5039,Existing Customer,48,M,3,Uneducated,Single,$40K - $60K,Blue,36,6,3,2,3786.0,0,3786.0,0.715,3403,70,0.489,0.0,2.0
5040,5040,Existing Customer,39,M,3,Uneducated,Married,$40K - $60K,Blue,34,5,1,2,12078.0,1687,10391.0,0.482,2384,52,1.167,0.14,0.0
5043,5043,Attrited Customer,59,F,2,Uneducated,Married,Less than $40K,Blue,51,5,5,4,1438.3,0,1438.3,0.656,2146,44,0.63,0.0,2.0
5044,5044,Attrited Customer,33,F,0,Uneducated,Single,$40K - $60K,Blue,15,3,2,6,1438.3,0,1438.3,0.835,2527,49,0.69,0.0,2.0
5045,5045,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,36,4,3,2,2620.0,2081,539.0,0.99,4867,67,0.763,0.794,0.0
5046,5046,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,35,3,3,3,13435.0,0,13435.0,0.747,3575,56,1.154,0.0,0.0
5047,5047,Existing Customer,43,F,3,Doctorate,Married,Less than $40K,Blue,29,4,2,3,3186.0,2517,669.0,0.59,4197,84,0.909,0.79,0.0
5048,5048,Existing Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,27,3,1,1,1950.0,1062,888.0,0.48,3873,76,0.854,0.545,0.0
5049,5049,Existing Customer,63,M,0,Doctorate,Single,Less than $40K,Blue,54,5,2,0,7098.0,2224,4874.0,0.864,3465,59,0.788,0.313,2.0
5050,5050,Existing Customer,42,F,2,Graduate,Married,Less than $40K,Blue,37,4,2,1,2250.0,1788,462.0,0.523,4908,71,1.152,0.795,0.0
5051,5051,Existing Customer,45,M,5,Doctorate,Married,$120K +,Silver,36,6,1,4,34516.0,2038,32478.0,1.007,4067,75,1.206,0.059,2.0
5052,5052,Existing Customer,58,F,1,Doctorate,Married,Less than $40K,Blue,47,5,3,4,2495.0,2061,434.0,0.849,4399,70,0.707,0.826,2.0
5053,5053,Existing Customer,39,F,2,High School,Married,Less than $40K,Blue,32,5,3,1,3086.0,2213,873.0,0.695,4684,81,0.8,0.717,1.0
5054,5054,Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,49,4,2,4,1520.0,0,1520.0,0.566,4256,73,0.622,0.0,2.0
5055,5055,Attrited Customer,38,M,2,Uneducated,Single,$120K +,Blue,30,6,3,4,4043.0,2517,1526.0,0.602,2600,47,0.621,0.623,0.0
5056,5056,Existing Customer,65,M,1,High School,Single,Less than $40K,Blue,54,3,1,3,4599.0,1438,3161.0,0.832,4208,69,0.865,0.313,0.0
5061,5061,Existing Customer,45,F,2,Uneducated,Single,Less than $40K,Blue,38,3,2,1,7486.0,1758,5728.0,0.613,4604,70,0.707,0.235,0.0
5062,5062,Existing Customer,42,F,5,Uneducated,Single,Less than $40K,Blue,36,6,3,1,1438.3,0,1438.3,0.813,4653,78,0.95,0.0,0.0
5064,5064,Attrited Customer,56,F,1,College,Single,Less than $40K,Blue,43,3,2,2,2846.0,0,2846.0,0.747,2122,44,0.419,0.0,0.0
5065,5065,Existing Customer,49,F,4,Doctorate,Single,Less than $40K,Blue,42,5,1,4,7789.0,957,6832.0,0.724,3412,70,0.842,0.123,2.0
5066,5066,Attrited Customer,44,F,4,Uneducated,Single,Less than $40K,Blue,32,6,3,4,1438.3,170,1268.3,0.889,2527,45,0.406,0.118,0.0
5070,5070,Existing Customer,37,F,2,Graduate,Divorced,Less than $40K,Blue,36,4,3,3,1734.0,987,747.0,0.879,4727,67,0.914,0.569,2.0
5072,5072,Existing Customer,44,M,4,High School,Married,$120K +,Blue,33,4,1,4,14527.0,2070,12457.0,0.525,3965,58,0.568,0.142,0.0
5073,5073,Existing Customer,48,F,4,Uneducated,Single,Less than $40K,Blue,37,6,3,4,2646.0,872,1774.0,0.865,4246,80,0.739,0.33,2.0
5074,5074,Existing Customer,47,M,3,College,Single,$80K - $120K,Blue,38,5,3,3,8185.0,1556,6629.0,0.806,4527,83,0.93,0.19,0.0
5075,5075,Existing Customer,46,M,5,High School,Single,$40K - $60K,Blue,37,3,2,3,6340.0,1985,4355.0,0.403,3536,61,0.419,0.313,0.0
5076,5076,Existing Customer,62,M,1,Graduate,Single,$80K - $120K,Blue,51,6,2,3,5711.0,0,5711.0,0.583,4320,72,0.674,0.0,0.0
